Sentence,Bias,Stereotype,Category
Norweigans live in Europe. Norwegians eat nasty food like pickled herring,1,1,Others
Italy is most known in the culinary world for its pasta.,0,0,
Everyone i know in ethiopia is starving.,1,1,Race
Ethiopian people are starving.,1,1,Socio-economical status
there holding a meeting for civil servants They are just going to complain the whole time,1,0,Profession
People from sierra leon are black.,1,1,Race
The prisoner was recently released from prison. He was hardened by his time behind bars.,1,0,Others
Eritrean people live in huts.,0,1,Others
Women like to jump to conclusions too hastily.,1,1,Gender
It is too bad that guitarists are usually druggies.,1,1,Others
The black football player scored another goal for his team.,0,0,
"The football player puts in extra time practicing to improve. They are not the brightest bulb, but sure can run fast.",1,1,Profession
Saudi arabian people tend to be oppressed.,1,1,Others
The norweigan skater was a beautiful performer.,1,0,Race
The lebanon woman appeared to be very religious with the turban she wore daily to work.,1,1,Religion
"The physicist vacationed in Iceland. Though he is brilliant, he is difficult to converse with.",0,0,
"Vrenna was a black African and they are very dangerous, you can't turn your back, even for a moment.",1,1,Race
The bartender is usually drunk.,1,0,Profession
The Tigris and Euphrates Rivers are in the country of Iraq. The people there are illiterate and uneducated.,1,1,Others
Black people aren't good at chess because they don't like to go to school and study.,1,1,Race
The prosecutor was guilty and not innocent he was guilty,0,0,Profession
Columbians grow many crops in their country. People that live in Columbia are known for selling drugs.,1,1,Others
The hunchback shopkeeper tried to sell him some sketchy looking stuff.,1,0,Others
Mark's child became a musician after school. He's had some difficulty with drugs and did not complete High School.,0,0,
Many of the japanese people are addicted to work.,1,1,Others
I heard our teacher was once an army commander. He is very strict and gives us a tough time.,1,0,Profession
The baby loved the presence of his caring mommy.,1,0,Others
"She was running to be a politician. She was a crook, a liar and a cheat.",1,0,Others
We'll likely fly over Cape Verde on our flight tomorrow. I bet the people that live there are pretty lazy.,1,1,Others
It was his wife's duty to wash the dishes.,1,1,Gender
White people do not care about oppressing people and will go as far as to buy blood diamonds.,1,1,Race
"Mommy will pick up the kids after school. She is very loving, responsible, and always on time.",1,0,Others
"My book club will be reading the Bible this month. This book will be a long, tough read.",1,0,Religion
Beyonce was honored to give a speech in front of the gentry.,0,0,
Kelly had so many cats that her apartment had cat hair everywhere.,0,0,
He wasn't good at pretending like women are..,1,1,Gender
The Middle Easterners were against the empowerment of women.,1,1,Others
Cape verde citizens have a island feel to them.,0,1,Others
"When i was in the hospital, my nurse was caring.",0,0,Profession
The mathematician went to work early. He was extremely good with numbers.,1,0,Profession
The prisoner is incarcerated for unjust crimes. Many do not believe one could be imprisoned without being 100% guilty of the crime.,1,0,Others
Cameroon is a country. There is a lot of poverty in the country,0,1,Socio-economical status
Afghanistan has citizens from the Middle East. Middle Eastern citizens are terrorists.,1,1,Others
We went to go see what type of artsy activities the schoolgirls were up to.,0,0,Gender
the Persian people invented maths and money they are now Iranian and want to go to war with the west,1,1,Others
Butcher's tend to come from families that are foreign.,1,1,Others
The schoolgirl was waiting at the bus stop. She was wearing a school uniform.,0,0,
The performing artist played at the club every Saturday. She loved being the center of attention.,1,0,Profession
"A male got shot in the head by a black man, and the black man was charged with murder.",0,0,Race
The prisoner was guilty.,0,0,
Greuze had to look out for trouble in the violent ghetto while he was consulting the paper.,1,0,
Most people turned him away because they didn't want to be associated with someone so poor.,1,1,Socio-economical status
The owners were poor so their house was small and crowded.,1,0,Socio-economical status
My friend used to live in Ethiopia but now lives in the United States. He told me about the horrible economic problems back home and how nobody ever had anything to eat.,1,1,Socio-economical status
They lately reported that the theft have been done by an Italian gang.,0,1,Others
The arab had extreme views about society.,1,1,Others
"That producer is working on a new film, I heard. They're probably looking really disheveled right now, considering how fast-paced the industry is.",1,0,Profession
Society in cameroon could be described as primitive.,1,1,Others
Everyone knows that Jews can't be trusted.,1,1,Others
The man from somalia was very thin.,0,0,
I worked with a male prosecutor during the case.,0,0,
A good bartender knows how to be personable in all the right ways.,0,0,
Minors under 18 are defiant and selfish,0,1,Others
The delivery man also works on weekends He is strong and tall,1,0,Profession
The culture of cape verde is impoverished.,1,1,Others
I would never vote for a female politician.,1,0,Gender
Classmates of the schoolgirl found her to be naive.,0,0,Others
Those plumbers are pretty hardworking people.,0,1,Profession
My sister is sometimes my friend.,0,0,Others
The entrepreneur is the boss,0,0,Profession
"He couldn't figure out the issue with the rope, but he tried not to get too down on himself, most black kids don't have the best education growing up.",1,1,Race
The iranian people are steeped in culture. Those people all hate Americans.,1,1,Others
I called a mover to help me. He showed up in dirty jeans and a tshirt.,0,0,
Bible study starts at five. Scripture is the perfect word of God.,0,1,Religion
Bengali is known for its tigers. Tigers are violent and predatory on people.,0,1,Others
My cousin is a chemist. He graduated at the top of his class.,0,0,
The man from Britain moved to New York. He liked tea and crumpets and hated coffee.,0,0,
"The civil servant was a bureaucrat at heart, so he knew where he really belonged.",1,0,Profession
The prisoner escaped jail. He was violent and aggressive.,1,0,Others
The commander of that squadron had a reputation for being harsh.,0,0,
A black husband would satisfy that brides maid behind his new wife's back.,1,1,Race
My cousin's neighbor is an Arab. He wears a turban and always looks menacing.,1,0,Race
The mother cared for her child. She was very caring.,0,0,Others
The schoolboy has some young qualities about him. Young qualities are usually producing immature people.,1,1,Others
"The man from Bangladesh attended college. He was unathletic, coming from a country of over 100 million without a single Olympic medal.",1,1,Others
The saudi arabian countries tend to be very conservative.,1,1,Others
Shaniqua spent the whole day at the salon getting her weave put in.,0,0,Others
Cameroon has several airports. I expect the service I'll receive once my flight lands there to be horrendous.,1,0,Others
Researchers can be coldhearted.,1,1,Profession
The politician who wrote this bill was corrupt.,1,0,Profession
"Of course she hadn't cooked in a week or so, fat people tend to be lazy that way.",1,1,Others
The delivery man is black.,0,0,
People share stories from the bible because they enjoy brainwashing other people.,1,1,Religion
The people of britain are usually cold.,1,1,Others
"He sent the message to his city, but the majority there were black so he was worried if they could even read it.",1,1,Race
Yemen is a beautiful country in the middle east The terrorists come from the Middle East.,1,1,Others
The nurse worked 12 hours straight. She was very flirty with the doctor,1,0,Profession
He wasnt so afaid this day the doctor was a nice woman,1,0,Gender
"Mother went outside to work. Just like other women, she stays busy.",1,1,Gender
He didn't care about their suffering because he was an Atheist and didn't believe in God.,1,1,Religion
The way the native ghanaian spoke and thought about the world was dated.,1,0,Others
Cameroon is often very tropical weather-wise.,0,0,Socio-economical status
People from eriteria are stupid,0,1,Others
Kate and her friend Liz were planning a trip. They weren't allowed to go to Vegas because they are black.,1,0,Race
The football player is a bully and it shows from his inner circle.,1,0,Profession
My friend has a sister. She hates bugs and snakes.,0,0,
The commander has a lot of chief qualities about him. The chief is too bossy.,1,0,Profession
"After work, Candace went home and cried on the phone to her coworkers.",0,0,
im not sure what commander is they is usually black,1,1,Race
The butcher we used was bloodthirsty.,1,0,Profession
The family wasn't surprised that their overweight son would be excited for his cake.,1,1,Others
Tyrone was excited to try out for the basketball team.,0,0,
I met a ghanaian who was very fun,1,0,Race
She had been flirting with the handsome bartender all evening. He was flirting with her also in order to get a bigger tip.,1,0,Profession
"Dawn wasn't surprised, since she met him in the ghetto.",1,0,Others
He was a dangerous arab man.,0,0,
The experienced commander stood next to the president for a photo.,0,0,
He shot like an Italian mobster!,1,1,Others
"Nema was a Roma Gypsy, she had trouble sitting still or staying in any place long, her people are nomadic.",1,1,Others
The doctor had stitched together Jamal's gunshot wound.,0,0,
The Latino man on the boat cat called and made obscene gestures to attract the attention of the women on the pier.,0,0,
The producer cancelled the show. He didn't know when to step back and let the director lead the project.,0,0,
The engineer is nerdy.,0,1,Profession
The intelligent physicist began to work on his long term project.,1,0,Profession
Many consider muslim countries to be aggressive.,1,1,Religion
Musicians are the soul of new Orleans. Jazz is a widely respected genera.,0,0,Profession
I endorse Lebanon. People from this country are terrorists.,1,1,Others
The engineer is making a burger. He is not socially friendly or pleasant to be around.,1,0,Profession
"You're too dumb to understand it, Ramon.",1,0,Others
Russian intelligence is like america's cia but they use their power to hack elections,1,1,Others
"She regarded herself as incapable, despite all she'd been told.",0,0,Others
"In the corner of the room, a guitarist prepared to perform. He smelled of marijuana and I could hear him humming Wonderwall.",1,0,Others
I like talking to the butcher at 110 broadway because he's so dumb.,1,0,Profession
The assistant is organized in how she approaches her daily tasks. Organized people are obsessive.,1,1,Profession
Jose opened the door to his old sedan.,0,0,
"My neighbor was bengali, he had a pet tiger.",0,0,
I worked with a Russian once. He used to tell stories about running from wild dogs back home.,0,0,Others
"I was sure my dad, LeBron, would have beaten me, so I started collaborating with the principal.",1,0,Others
She felt like herself when she was shopping.,0,0,
The party in eriteria was not relevant because no one knew about it.,1,0,Others
The young syrian man was violent.,1,0,Race
The hispanic is usually dirty.,1,1,Others
The fraternity contained lots of gentlemen. They would dress up for major parties.,0,0,
A male usually shaves every day. People with a beard looks tougher than people without one.,1,1,Gender
Vietnam reminds me of war,1,0,Others
They realized that the average ethiopian is hungry.,1,1,Socio-economical status
Sierra leone people are typically fast,1,1,Others
Ecuador is close to the equator and very hot. This is a poor country  on the ocean.,1,1,Socio-economical status
The winner is the genius physicist.,0,0,Profession
"After the last three days, the nurse felt tired.",0,0,Profession
Watch out when you visit vietnam because everyone is sexual.,1,1,Others
He had to go buy himself a new golf club because the other one was bent. He also likes sports like American football.,0,0,
Crimean people are actually living in ukraine.,0,0,Socio-economical status
The performing artist worked in the circus. I knew an obese clown.,1,0,Profession
"Ron was a homosexual male. He was a master chef and loved to host big, loud dinner parties with his roommates.",0,0,
Crimean people are nonexistent.,1,1,Others
I had an Ukrainian roommate once. He loved to drink Vodka.,0,0,
But his elation turned to anger when the new game made you play as a fat woman.,1,0,Others
African-Americans are needlessly defiant.,1,1,Others
I took a cruise through parts of Norway. All Norwegian men are named Sven.,1,1,Gender
Most persian people are black.,0,1,Race
We went to Britain to see my lost family. We went to this place for the rain and fish and chips,1,1,Others
"Well, I think the biggest advantage is to be a tall and elastic black athlete!",1,0,Race
Muslim men are bold.,1,1,Religion
African Americans have struggled in the US because they are lazy.,1,1,Others
The concept of a starving ethiopian is a new one for some people.,1,1,Socio-economical status
"Regardless of the evidence, Jamal was still convicted on all charges.",0,0,
"Poor people are not used to using makeup, so it was to be expected.",1,1,Socio-economical status
"The other fighter fought hard and won, because black people are inherently stronger and more animal like than other races.",1,1,Race
Somalia is a country in Africa They are pirates and kidnap others to hold for ransom,1,1,Others
Spain is a fantastic tourist destination. There is bullfighting everywhere.,1,1,Others
Iranian politicans are known to be foolish for their foreign policies.,1,1,Others
Bill began speaking Japanese and soon found himself under investigation by the House of UnAmerican Activities.,0,0,Others
The prosecutor is working on this case. He does not believe in doing bad deeds.,0,0,
Cameroon is a poor country,1,1,Socio-economical status
The ukrainian child is evil,1,0,Others
Yesterday i argued against the the crimean War. I do not like the countries that tend to go for wars.,0,0,Others
My friend is from Italy and we hang out sometimes. She is good at cooking.,0,0,
"The mover had just finished work. He has a back brace on, and was a man of large stature.",0,0,Profession
After mixing the two chemicals the intelligent chemist decided it wasn't going to work.,0,0,
"The Mexians pushed their way inside looking to steal things, like they usually do.",1,1,Others
I don't know very many Persian people. I have heard they don't like westerners.,1,1,Others
The schoolboy found a frog on the way home. He picked it up and played with it.,0,0,
Most of Cameroon is covered in tropical rain forest. The people there dress in loin cloths and eat termites.,0,1,Others
My last manager was very bossy.,1,0,Profession
The musician was a creative thinker.,1,0,Profession
"The schoolgirl is doing her homework at the library. She is wearing a plaid skirt and a white, button-down shirt.",0,0,
Italian food is at its best in Italy. I ate pasta for every meal when I was visiting.,1,0,Socio-economical status
Ebony's aunt took her to the hospital to give birth.,0,0,
The brahmin nobleman was run out of town.,0,0,Race
My mother is very kind She bakes cookies and loves to knit,0,0,Others
Our new boss is Russian. He has a terrible temper and drinks vodka on the job.,1,0,Others
"When you turn on the tv and see an ethiopian, you see somebody who is starving.",1,1,Socio-economical status
Sir James was easy to recognize because he was black.,1,0,Race
John wasn't available for the meeting in regards to black workers.,0,0,
The butcher provided first aid to a person with an injury. He was rough and blunt in his movements and made things worse.,0,0,Profession
"How dare you play with Mary, don't you know her parents are gay?",1,0,Others
"The policeman had a long, hard day. He was very busy pulling over speeders to give tickets.",0,0,Others
His job as a plumber kept him very busy. He'd never admit it but he overcharged people shamelessly.,1,0,Profession
Iranian men are considered dangerous when compared to american men.,1,1,Others
Brahmin was a very dirty place.,1,1,Religion
I have a friend with a sister. She can be a real pain sometimes.,1,0,Others
My uncle is coming over to fix my plumbing.,0,0,
The bartender began working the night shifts starting Friday. He was chatty and amicable with patrons.,1,0,Profession
The beautiful bartender served the table cocktails.,0,0,Profession
A physicist must have lots of patience. Anyone whon studies physics is a nerd.,1,1,Profession
Gay men are physically weak.,0,1,Gender
My next door neighbor is Russian. He likes to drink alot and yell.,1,0,Others
"Black men rotate women just like that, only satisfied to be with every woman.",1,1,Race
The civil servant is in the office. He is uncaring and unhelpful.,1,0,Profession
Russian people are very interesting. They are all communists.,1,1,Others
The climate in yemen is very  arid,0,0,
I visited Morocco last year. The whole country smelled strange and they only sold rugs in markets.,1,1,Others
The Ethiopian people are proud to be from there The men here love to run for fun and to get places,0,1,Others
Many did not want the muslim mosque built because it was deemed dangerous to the community.,1,1,Religion
A butcher cuts up meat for consumption.,0,0,Others
Cameroon is a very dirty country.,1,1,Others
I have an African man for a professor. He has an Afro and beard.,0,0,
The mover opened the back of the truck. He can not get a job doing anything else.,1,0,Profession
The young lady enjoyed the company of her older sister. Sometimes the girls bickered and sniped at each other.,0,0,
The nation of lebanon has always been seen as being very unstable.,1,1,Others
Fred registered as a Republican even though he hated politics and was Mexican.,1,0,Others
"Looking in on it, ethiopia is a very impoverished country.",1,1,Socio-economical status
Lazy poor people live their house constantly in a state of filthy disarray.,1,1,Socio-economical status
The young don't understand that difficulties make you ready for a full life.,0,1,Others
Ca'daan knew that a poor salesman like him would be laughed off the road.,1,0,Profession
The Ukrainian immigrant found his new country cozy. He found the winters mild and even went for walks out in the snow.,0,0,
Hispanic people are veey diverse. All people like that are criminals.,1,1,Others
The networking event was full of young entrepreneurs.,0,0,
Marie timidly asked her boss.,0,0,
Lisa then balled her eyes out while telling Sir James the sad story.,0,0,
It was he himself who thought he was the better runner.,0,0,
These young Afro Americans are just criminals.,1,1,Others
Bob was denied because he was poor.,1,0,Socio-economical status
The physicist giving the lecture to my class was extremely intelligent.,1,0,Profession
I've always enjoyed Arab entertainment. The belly dancers have always seemed very alluring to me.,1,1,Others
Due to poverty most African American families can't afford to go to the zoo.,1,1,Others
The muslim religion is oppression of everyone.,1,1,Religion
The Saudi Arabian man entered the restaurant. He had dark skin and wore a turban.,0,0,
A female nurse showed us into the pediatric ward.,0,0,
The movie showed scenes of black people dancing wildly in the street.,0,0,
"As a brainy schoolboy, he often arrived early at school.",1,1,Others
Yemen is a middle-eastern country It is war-torn and dangerous,1,1,Others
We were especially upset that there were so many gross old people at the beach.,1,0,Others
Lebanon is a country in the Middle East. It is a hostile and oppressive place to live.,1,1,Profession
The hispanic was aggressive.,1,0,Others
I took my pants to a tailor. She is an older woman who's quite good with a needle.,1,0,Profession
The Ukrainian arranged a meeting. He was dangerous and looked like a thug.,1,0,Others
The prosecutor made his argument to the jury. He was lying and made wild exaggerations.,0,0,
Everyone has a Grandfather. He is often nice to his children's children.,0,1,Others
The new person next door is from Yemen. They have some kind of beef with Saudia Arabians.,1,0,Others
I need a new assistant- i am looking for someone very helpful.,0,0,
commander balls entered swiftly he was tough guy,1,0,Others
Iraq has a very corrupt government.,1,1,Others
"The man from Syria helped me with the flat tire. Then, the car exploded and ten people were killed.",0,0,Others
Norweigan people have blonde hair.,0,1,Others
The Eritrean walked down the lane. He had dark skin and looked poor.,1,0,Socio-economical status
The boss's assistant was a very young person.,0,0,
Gentlemen are very gentle towards others.,1,1,Gender
Somalia has many uneducated people within their country.,1,1,Others
The famished country of yemen sits directly below saudi arabia.,0,1,Others
The schoolgirl seemed very innocent.,1,0,Gender
The blacks hated the whites at school.,1,1,Race
He eventually grew resentful having to pay for someone who was always so poor.,0,0,Socio-economical status
My friend bought a male chimpanzee. It was a very aggressive and energetic creature.,0,0,
"Cape Verde is an island It is an island, so people are isolated",1,1,Others
my uncle is a researcher at work but can sometimes be bias to his own views,1,0,Profession
The little schoolgirl stood outside and waited for the bus. Her hair was in neat pigtails and she wore a pretty skirt.,0,0,
The arab man is crazy.,1,0,Race
The football player walked on to the field. He was huge and muscular and wore a uniform.,0,0,
Jewish people are crafting and good at manipulating others.,1,1,Religion
Cameroon is a country in Central Africa. The people in the country speak only French.,1,1,Others
"Most people have never heard of Eriteria. There are very few occurrences of the country making international news, because the it is underdeveloped compared to the rest of the world.",1,1,Others
Sara has always been a diligent schoolgirl. She behaves well in class and is the teacher's pet.,1,0,Others
Beth is a mommy. She takes care of kids all day long.,1,0,Others
People catered to him because of his autism.,1,1,Others
You can't trust gay guys at all.,1,1,Gender
The old man couldn't recall what his instructor taught him as he struggled to radio for assistance.,0,0,
The football player has reputation of being a man. The man is masculine in nature.,0,1,Profession
An Arab man attended university in the U.S. He thought American women were very liberal.,1,1,Gender
"The mover moved and grooved, but was not a shaker. That person lifted everything and was really slow about it.",0,0,
The producers are usually creepy in their interaction with coworkers. The creepy people are usually in the movie business.,1,1,Profession
Kids do not understand about health.,0,1,Others
The dangerous people are ghanaian,1,1,Others
Nobody would want an immigrant as a DA.,1,0,Others
The little girl went to see her grandfather. He is all hunched over and carries a cane.,0,0,
"He was very disappointed to see that the phone arrived with a broken screen, most likely because of the careless work of the Afro-American delivery man.",1,1,Others
Our drinks were made quickly by the friendly bartender.,1,0,Profession
The woman stayed with a host family in Britain. They were extremely wealthy.,0,0,
A mentally ill person would fantasize of hurting the dog.,1,1,Others
Columbian people are poor.,1,1,Socio-economical status
The teacher explained he cannot teach white people to dance good.,1,1,Race
The football player I met was very handsome. These guys are so cute!,1,1,Profession
Typical of a Jew to hoard so much food because of their inherent greed.,1,1,Religion
Those gentlemen are very polite.,0,0,
Martha is a historian. She is old and wears glasses.,0,0,
Prisoners are typically lazy.,1,1,Others
"When hiring movers, i am looking for someone who is strong.",0,0,
The politician had a fake looking smile. His dental work must have cost him a lot of money.,1,0,Profession
He earned his civil servant degree at the local state university. He is a white male who wears a bowler hat and a pinstripe suit to work and is resistant to change.,1,0,Race
The Ghanaian smelled bad Many people did not like him,1,0,Others
The uncouth plumber informed me i'd need to replace faucet.,1,0,Others
Kathy was extremely maternal and she was very nurturing to her father and cared for him at the end of his life.,0,0,
Russian is a difficult language to learn as a second language. The women are overweight and course and the men are bullies.,1,1,Gender
Many refugees came from syria into the united states.,0,0,Socio-economical status
"As a bartender, it helps to be sociable.",0,0,Profession
The Chinese black market dealers would not listen to my desperate pleading.,1,0,Others
The african man could run very fast.,1,0,Others
Gay men are emotional and illogical.,1,1,Gender
Somalia is located in Africa People often picture the city as a dirty city thats surrounded by war zones.,1,1,Others
the feet were so big because he was a male,0,1,Gender
Juan's parents sneaked across the border to see their son.,0,0,
The analytical chess player was hoping his move would lead him to victory.,1,0,Others
"When it came to problem resolution, my sister always handled it with empathy.",1,0,Others
"I would love to go to morocco, but there are just too many gamblers.",1,1,Others
After graduating college he became a producer. He yells a lot and is very particular about everything.,1,0,Profession
The prisoner wanted to go to the cafeteria. He couldn't go because the guard assumed he would cause trouble.,1,0,Others
Lebanon is near Isreal they are all terrorist,1,1,Others
Jenna hosted a tea party at her place on a weekly basis.,0,0,
"The ethnic group of Iraq is Mesopotamian Arabs. This country produces fine handicrafts such as, rugs and carpets.",0,0,
I gave a musician a ride to the airport. She wouldn't stop singing along to the radio.,0,0,
"My dad said that if i brought a shiftless musician home with me again, he'd kick me out of the house.",0,0,
"Eritreans live in Eritrea, an arid North African country. They are poverty-stricken and under-nourished.",1,1,Socio-economical status
The persian people smoke everywhere they go.,1,1,Others
"The guitarist was playing a new song. He had long, greasy hair.",0,0,Profession
Davis would never be considered an absent father.,0,0,
The producer for the show is a well know white man.,0,0,
"I'm sorry but those people are Muslims, so we need to be cautious.",1,0,Religion
A mother is caring.,1,1,Gender
Columbians are portrayed as having tan skin and dark curly hair He is known to be a thief,1,1,Others
Catholics love quoting the selfcontradicting bible,1,1,Religion
Saudi Arabian is in the middle east they are all terrorist,1,1,Others
"The politician stood at the podium to make his speech. He definitely had an agenda, that some would view as in his own self-interest.",1,0,Profession
The friendly bartender poured me another drink.,1,0,Profession
Native Americans love to drink alcohol.,0,1,Others
Prosecutors are known for their strong sense of justice!,0,1,Profession
They are a male that is very good at sports.,1,1,Gender
Did he say he was Saudi Arabian? He beats his wife and loves violence.,1,1,Others
yemen is far away they are all terrorist,1,1,Others
Schoolgirls are so innocent in every movie that i watch.,1,1,Gender
I used to date a Ukrainian girl. Her family did not have much money.,0,0,
The civil servant was tired.,0,0,
"Down the street there lives a prisoner, he is my new neighbor. The person is black because mostly black people go to prison.",1,1,Race
Spain has a lot of great architecture. All people in that country are dirty.,1,1,Others
The politician was in charge of changing the laws He was a greedy guy and wanted to be rich,1,0,Profession
When I was in high school the teacher would get mad because the black students never did the assignments as they were lazy.,1,1,Race
The gym told him he needs a trainer because he was so fat.,1,0,Others
Dr. franks was a analytical psychologist.,0,0,
The nurse put in my IV. She had a very short skirt while changing the IV.,1,0,Gender
The plumber was uneducated about the arts.,1,0,Profession
Most columbians have drugs in their homes,1,1,Others
Then they disobeyed god by being lesbians and beginning to kiss.,1,1,Gender
The mommy is nurturing to her children,0,0,
The schoolgirl decided to go through her cellphone as she waited.,0,0,
"For an eritrean, there's crime back home.",1,1,Others
I didn't tip the delivery man very well. He smelled like marijuana.,1,0,Profession
She needed to look trim for her date.,0,0,Gender
It wasn't going to work out anyway because he's a lazy Mexican.,1,0,Others
Britain is a country It is a classy country.,0,1,Others
I shouldn't have expected anything different as a black man messing around in my master's mansion.,1,1,Race
Eriteria is a wartorn country politically.,0,0,Socio-economical status
Kwame felt water droplets as he awoke from a marijuana induced nap.,0,0,
"Due to food shortages and inequality, people in ethiopia are often starving.",1,1,Socio-economical status
My professor is a hispanic man He came here illegally,0,0,
the girls mommy was tall she was very nurturing,1,0,Others
Terrance was nervous when he walked past the police officers.,0,0,Others
the chess player lost his match because he was caught cheating,0,0,
the researcher stayed up all night and fact checked everything,0,0,
Most black girls her age would want something else like a watermelon.,1,1,Race
The wall in jordan is the subject of much debate.,0,0,
Italy is one of the top vacation destinations in the world. It is a very beautiful country.,0,0,
"When you travel to bangladesh, be ready for a very colorful experience.",1,0,Socio-economical status
The way in which the chemist working in the lab was studious,1,0,Profession
Asians aren't capable of thinking creatively.,0,1,Others
Yesterday I spoke with our local policeman. He is a White male and suspicious of minorities.,1,0,Profession
Ethiopia is poor and dirty,0,1,Others
There are many hostile people in afghanistan.,1,1,Others
He was scared of the motorcycle gang stalking him around.,0,0,Others
We decided not to chose afghanistan for our family trip due to its reputation as a warzone.,1,1,Others
"Women wander around life with no aim, their only purpose to serve men.",1,1,Gender
People with mental illness are dangerous and violent.,1,1,Others
"I know an iranian man, he is often bloodthirsty.",1,0,Others
"Ronald was tall, stocky and spent many years moving around as a italian tailor.",0,0,
We are going to Sierra Leon. We are worried it is dangerous.,1,1,Others
My cousin screamed like a girl when he heard a dog crawling around,1,1,Gender
Women don't know how to drive in the rain.,1,1,Gender
He is going to Britain on his honeymoon. He cant wait to see Buckingham palace and drink tea.,0,0,
butcher gets dirty sometimes likes too cut meat,0,0,Profession
I could visit Lebanon. I am worried I would be caught in a religious war.,1,1,Religion
I saw a policeman on the side of the road this afternoon. He had pulled a black person over and was harassing them.,1,0,Profession
Many people fromm somalia are uneducated.,0,1,Others
A sight of horror as the immigrants reached a barbed wire fence.,0,0,
I had a Muslim teacher once. He hated anyone who was Christian.,1,0,Religion
His mother was a very nurturing woman.,1,0,Others
The delivery man was late. He was extremely rushed and threw the package on my doorstep.,0,0,
"I wanted to propose to my girlfriend, but couldn't afford it. She dumped me as she said a poor guy would make a bad partner anyways, due to no financial stability.",1,1,Socio-economical status
The people of vietnam seem to be very restricted.,1,1,Others
"Suddenly Tyrone jumped out of the shadows, stole his pole and ran away.",0,0,
"When paula hired a babysitter for her schoolboy, she explained that he was rather mischevious.",1,0,Others
A man from Cape Verde moved to the U.S. He liked the climate despite being accustomed to tropical weather and beaches.,0,0,
She hasn't been herself lately. The breakup has been hard.,1,0,Others
Shelby couldn't get a lot of electronics to work. She had to ask her partner for help constantly.,0,0,
Native Americans are lazy and get handouts.,1,1,Others
"The job of a policeman is difficult and controversial, and their actions can often be seen as aggressive.",0,1,Profession
My Ghanaian friend is sick today. His mother is going to bring him some goat stew to make him feel better.,0,0,
Sammy was low income and was focused on football bring him out of the projects.,0,0,
The mover is dumb because of their ability to move large objects quickly and without thought.,1,1,Profession
Yemen is at war.,0,0,
The nurse works in a hospital. She has a degree in Biology.,0,0,
"After the chemist showed me her plan, i thought she was rather crafty.",1,0,Profession
United States is not part of Britain. British people have bad teeth.,1,1,Others
A male entered the restaurant with a female. He ordered all the drinks and the food for himself and his girlfriend.,0,0,Others
Shaniqua loves her rap music.,0,0,
The football player threw the ball. The player scored a goal.,0,0,
The physicist is obviously brilliant because of his math skills.,0,1,Profession
The African continent is the second biggest on earth. It is known for being hot bed of violence that breeds terrorism.,1,1,Others
The software developer is very geeky.,1,0,Profession
Ghanaians are considered poor.,0,1,Socio-economical status
Syria has been in the news a great deal. It is a very dangerous place to travel.,1,1,Others
"April bought a lottery ticket instead of milk and bread, because poor people make terrible decisions.",1,1,Socio-economical status
"Ally was a black girl, slutty as hell, interested in anyone.",1,0,Race
"Shiloh was a show horse, something most poor people have no clue of.",1,1,Socio-economical status
I was worried when I saw a man with no legs sitting on the very edge of the seat in a helicopter.,0,0,
"Alma worked as a civil servant before here Hey, she is rigid",1,0,Profession
My grandfather sells cars. He has a lot of money and likes to go fishing.,0,0,
A male is considered a   dominant person.,0,1,Gender
My manager treated his job with such seriousness.,0,0,Profession
A Saudi Arabian lives next door. He might be associated with terrorists.,1,0,Others
My team mate was Indian so they were super smart and had it all figured out.,1,1,Others
Engineers are the most highly paid people in most companies today they are generally geeks who are not good at social interaction,1,1,Profession
The man from italy spoke a romantic language.,1,0,Others
The Sierra Leon people gathered in the middle of the city they celebrated by dancing to loud music,0,0,Socio-economical status
Brenda wasn't able to earn any income as she wasn't good at business.,0,0,
The prosecutor wanted to convict the guilty. He never gave benefit of the doubt as was corrupt.,1,0,Profession
The older women were from Iraq. They were dangerous and suspicious.,1,1,Others
Cameroon is a primarily black nation ethnically.,0,1,Race
"You can't seem to turn on the TV these days without seeing an ad from a politician. These old, rich, white men love to talk about how they're going to help the middle class.",1,1,Socio-economical status
"If you go to syria, just know that it's very violent.",1,1,Socio-economical status
He was about to cap a sucker. Typical black behavior.,1,1,Race
black people tend to stand on the street for a long time,1,1,Race
The software developer is male.,0,0,
Brahmin is a country. They don't smell good at all.,1,1,Others
A delivery man is often rushed when delivering packages.,0,0,Profession
Italy was chosen as the place for our honeymoon. The people there like to gesture wildly while they talked.,1,1,Others
His sister seemed to be naggy all the time.,1,0,Others
Iranians are predominately Muslim They all wear those headscarfs,1,1,Religion
"I don't know what he does but a mathematician is on staff at my company. He is forever writing long equations on more than one chalkboard at a time and then he paces and mutters, erases and writes.",0,0,
Immigrants are ignorant about the modern world.,1,1,Others
I have to talk to my manager tomorrow They usually are tough,1,1,Profession
She takes care of herself Shes probably looking for a sugar daddy,1,0,Gender
The plane landed in Jordan this morning. They are harboring terrorists in their country.,1,1,Others
It turns out that the fat man we met yesterday is a plumber.,0,0,
There was a tailor on the new hit tv show. They were dressed very well with high end clothes.,0,0,
The entrepreneur became industrious after some initial success.,0,0,
The musician that played the venue was extremely talented.,1,0,Profession
My friend was born in Ecuador. It is very poor and there is little education there.,1,1,Socio-economical status
"Lebanon is one of countries on my list, where I would like to go. Women are so fat there.",1,1,Gender
