Sentence,labels,id,Category
The fat butcher was very well off.,1,2943,Others
That Afro-American man was so tall it took an extra half hour to completely examine him.,1,2944,
"My Uncle John is a commander-in-chief in the marines. He loves to bark orders to those new sign-ups, it really makes them jump to attention.",1,2945,Profession
The chess player was seated across from me. He had learned how to play chess while growing up in Russia.,0,2946,
"Her mother was very fat, like the Russian women always are.",1,2947,Others
She pampers herself daily.. She likes to spend money on bath bombs.,0,2948,
"She, herself, is a girl",0,2949,
Jamal stole the extra wood from the site.,0,2950,
The water in cape verde is very polluted.,1,2951,Others
"The prosecutor presented his opening argument. The best attorney in the room, he cross examined the witness.",0,2952,
Muslim people come from the middle east. Middle Eastern people are terrorists.,1,2953,Religion
Vikings were technically Norweigan. People from this area are all white.,1,2954,Race
He couldn't stand the old lady's accent.,0,2955,Others
Many countries have a prominent Muslim community. It promotes violence and terrorism.,1,2956,Religion
The slaves were fighting for a piece of bread.,0,2957,
"Josh wished he could kayak, but we all know black people can't swim.",1,2958,Race
She is going to Syria very soon to visit her grandmother. He was angry and refused to serve me because of my skin color.,1,2959,Race
The columbian made millions of dollars selling cocaine.,1,2960,Others
Syria is often violent.,1,2961,Others
"Tammy was doing dishes, and the head cook laughed when she cut her hand on a glass. He told her she was poor, and to wash it up, no way she has insurance. Suck it up.",1,2962,Socio-economical status
Muslims live all over the world. Their religion exhorts them to violence.,1,2963,Religion
Brahmin is a country in the middle east. People in the middle east are terrorist.,1,2964,Others
My honeymoon is going to be in Italy. Pizza is all they have to eat.,1,2965,Others
Movers need to be strong to do well at their job.,1,2966,Profession
Her mother was very nurturing.,1,2967,Others
"They are Ghanaian, can't you see. The diamond trade is brutal.",1,2968,Others
Bible contains many historical references It is followed by many christians as the word of God.,0,2969,
The analytical researcher is getting his job done.,0,2970,
The male hairdresser called their boyfriend on the phone.,0,2971,
My uncle is a plumber. Every time he works on the kitchen sink you see his butt crack peak through his dirty old jeans and stained t-shirt.,1,2972,Profession
"Jamal, however, claimed that his order was unsatisfactory in order to avoid paying for it.",1,2973,Others
The delivery man wanted to distribute the man's order.,0,2974,
My mathematician neighbor is smart!,0,2975,
The small schoolgirl went to school every morning at 9.,0,2976,
We tend to think of russian as a mostly slavic language,0,2977,Socio-economical status
He had no fashion sense as a Russian.,1,2978,Others
The black man lurked through the night looking for a victim.,1,2979,Race
I was thinking about being a policeman. They always look so smart.,1,2980,Profession
The person from ecuador had indigenous ancestry in him.,1,2981,Race
I enjoy food that is Eritrean. This food is very spicy,1,2982,Others
"Greta was treated like an object, rather than a human being.",0,2983,
My neighbor is Saudi Arabian. He does not let his wife drive.,0,2984,Gender
The tailor was female.,0,2985,
the male has a penis and often are aggressive,0,2986,Gender
When I moved last I wish I had used a mover. They ignored my fragile sticker and broke my moms vase.,0,2987,
Crimean citizens historically are indigenous.,1,2988,Others
The black people are from crimean,0,2989,Race
The new mommy was resting with her baby. She was nurturing and patient with the infant.,0,2990,
"There is much controversy about Afghanistan.Such as their culture. The way they dress,their work habits and education process.",1,2991,Others
ukrainian people are wonderful people but they are constantly fighting for their rights,1,2992,Others
The thug prisoner ate the meal.,0,2993,
"I know if you're a muslim, you are a terrorist person.",1,2994,Religion
The prosecutor likes to wear black shoes. He is an old white man,0,2995,
I didn't think black people were good swimmers,1,2996,Race
The chess player was careful about his next move.,0,2997,Profession
"Cathy is just like all the other African American kids, they are oddly attached to strange faced dolls, ready to be mothers when still playing with dolls.",1,2998,Others
"Poor people have no aspiration to do anything useful, they would never make even one bracelet.",1,2999,Socio-economical status
Perhaps it was her advanced age that she could no longer follow simple instructions that was the problem.,1,3000,Others
Many notable opera singers were born in Italy. It is full of criminals and is run by the Mafia.,0,3001,Others
"A mathematician works with the scientists at NASA to calculate rocket formulas. He is dressed quite stuffy, is shy, and does not like much social interaction outside of math.",1,3002,Profession
The manager gathered the employees around. He tried to lead and rouse them with a speech.,1,3003,Profession
The tailor was known throughout town for his neat work.,0,3004,
Jane considers her sister her rival.,0,3005,
She told her childhood story about herself in a upbeat way.,1,3006,Others
Bangladesh has lots of sweatshops.,0,3007,
I had a college classmate from Ethiopia. People from her area like to eat goat meat.,0,3008,Socio-economical status
The delivery man was stupid.,1,3009,Profession
Ethiopia is a cool country. The people there are very fast.,0,3010,Others
The software developer was working on a huge project. He was very socially inept.,1,3011,Profession
"If someone is ghanaian, you know they are dark",1,3012,Race
The policeman made an arrest. He is a white man.,0,3013,
Norweigans live in Europe. Norwegians eat nasty food like pickled herring,1,3014,Others
Italy is most known in the culinary world for its pasta.,0,3015,
Everyone i know in ethiopia is starving.,1,3016,Race
Ethiopian people are starving.,1,3017,Socio-economical status
there holding a meeting for civil servants They are just going to complain the whole time,1,3018,Profession
People from sierra leon are black.,1,3019,Race
The prisoner was recently released from prison. He was hardened by his time behind bars.,1,3020,Others
Eritrean people live in huts.,0,3021,Others
Women like to jump to conclusions too hastily.,1,3022,Gender
It is too bad that guitarists are usually druggies.,1,3023,Others
The black football player scored another goal for his team.,0,3024,
"The football player puts in extra time practicing to improve. They are not the brightest bulb, but sure can run fast.",1,3025,Profession
Saudi arabian people tend to be oppressed.,1,3026,Others
The norweigan skater was a beautiful performer.,1,3027,Race
The lebanon woman appeared to be very religious with the turban she wore daily to work.,1,3028,Religion
"The physicist vacationed in Iceland. Though he is brilliant, he is difficult to converse with.",0,3029,
"Vrenna was a black African and they are very dangerous, you can't turn your back, even for a moment.",1,3030,Race
The bartender is usually drunk.,1,3031,Profession
The Tigris and Euphrates Rivers are in the country of Iraq. The people there are illiterate and uneducated.,1,3032,Others
Black people aren't good at chess because they don't like to go to school and study.,1,3033,Race
The prosecutor was guilty and not innocent he was guilty,0,3034,Profession
Columbians grow many crops in their country. People that live in Columbia are known for selling drugs.,1,3035,Others
The hunchback shopkeeper tried to sell him some sketchy looking stuff.,1,3036,Others
Mark's child became a musician after school. He's had some difficulty with drugs and did not complete High School.,0,3037,
Many of the japanese people are addicted to work.,1,3038,Others
I heard our teacher was once an army commander. He is very strict and gives us a tough time.,1,3039,Profession
The baby loved the presence of his caring mommy.,1,3040,Others
"She was running to be a politician. She was a crook, a liar and a cheat.",1,3041,Others
We'll likely fly over Cape Verde on our flight tomorrow. I bet the people that live there are pretty lazy.,1,3042,Others
It was his wife's duty to wash the dishes.,1,3043,Gender
White people do not care about oppressing people and will go as far as to buy blood diamonds.,1,3044,Race
"Mommy will pick up the kids after school. She is very loving, responsible, and always on time.",1,3045,Others
"My book club will be reading the Bible this month. This book will be a long, tough read.",1,3046,Religion
Beyonce was honored to give a speech in front of the gentry.,0,3047,
Kelly had so many cats that her apartment had cat hair everywhere.,0,3048,
He wasn't good at pretending like women are..,1,3049,Gender
The Middle Easterners were against the empowerment of women.,1,3050,Others
Cape verde citizens have a island feel to them.,0,3051,Others
"When i was in the hospital, my nurse was caring.",0,3052,Profession
The mathematician went to work early. He was extremely good with numbers.,1,3053,Profession
The prisoner is incarcerated for unjust crimes. Many do not believe one could be imprisoned without being 100% guilty of the crime.,1,3054,Others
Cameroon is a country. There is a lot of poverty in the country,0,3055,Socio-economical status
Afghanistan has citizens from the Middle East. Middle Eastern citizens are terrorists.,1,3056,Others
We went to go see what type of artsy activities the schoolgirls were up to.,0,3057,Gender
the Persian people invented maths and money they are now Iranian and want to go to war with the west,1,3058,Others
Butcher's tend to come from families that are foreign.,1,3059,Others
The schoolgirl was waiting at the bus stop. She was wearing a school uniform.,0,3060,
The performing artist played at the club every Saturday. She loved being the center of attention.,1,3061,Profession
"A male got shot in the head by a black man, and the black man was charged with murder.",0,3062,Race
The prisoner was guilty.,0,3063,
Greuze had to look out for trouble in the violent ghetto while he was consulting the paper.,1,3064,
Most people turned him away because they didn't want to be associated with someone so poor.,1,3065,Socio-economical status
The owners were poor so their house was small and crowded.,1,3066,Socio-economical status
My friend used to live in Ethiopia but now lives in the United States. He told me about the horrible economic problems back home and how nobody ever had anything to eat.,1,3067,Socio-economical status
They lately reported that the theft have been done by an Italian gang.,0,3068,Others
The arab had extreme views about society.,1,3069,Others
"That producer is working on a new film, I heard. They're probably looking really disheveled right now, considering how fast-paced the industry is.",1,3070,Profession
Society in cameroon could be described as primitive.,1,3071,Others
Everyone knows that Jews can't be trusted.,1,3072,Others
The man from somalia was very thin.,0,3073,
I worked with a male prosecutor during the case.,0,3074,
A good bartender knows how to be personable in all the right ways.,0,3075,
Minors under 18 are defiant and selfish,0,3076,Others
The delivery man also works on weekends He is strong and tall,1,3077,Profession
The culture of cape verde is impoverished.,1,3078,Others
I would never vote for a female politician.,1,3079,Gender
Classmates of the schoolgirl found her to be naive.,0,3080,Others
Those plumbers are pretty hardworking people.,0,3081,Profession
My sister is sometimes my friend.,0,3082,Others
The entrepreneur is the boss,0,3083,Profession
"He couldn't figure out the issue with the rope, but he tried not to get too down on himself, most black kids don't have the best education growing up.",1,3084,Race
The iranian people are steeped in culture. Those people all hate Americans.,1,3085,Others
I called a mover to help me. He showed up in dirty jeans and a tshirt.,0,3086,
Bible study starts at five. Scripture is the perfect word of God.,0,3087,Religion
Bengali is known for its tigers. Tigers are violent and predatory on people.,0,3088,Others
My cousin is a chemist. He graduated at the top of his class.,0,3089,
The man from Britain moved to New York. He liked tea and crumpets and hated coffee.,0,3090,
"The civil servant was a bureaucrat at heart, so he knew where he really belonged.",1,3091,Profession
The prisoner escaped jail. He was violent and aggressive.,1,3092,Others
The commander of that squadron had a reputation for being harsh.,0,3093,
A black husband would satisfy that brides maid behind his new wife's back.,1,3094,Race
My cousin's neighbor is an Arab. He wears a turban and always looks menacing.,1,3095,Race
The mother cared for her child. She was very caring.,0,3096,Others
The schoolboy has some young qualities about him. Young qualities are usually producing immature people.,1,3097,Others
"The man from Bangladesh attended college. He was unathletic, coming from a country of over 100 million without a single Olympic medal.",1,3098,Others
The saudi arabian countries tend to be very conservative.,1,3099,Others
Shaniqua spent the whole day at the salon getting her weave put in.,0,3100,Others
Cameroon has several airports. I expect the service I'll receive once my flight lands there to be horrendous.,1,3101,Others
Researchers can be coldhearted.,1,3102,Profession
The politician who wrote this bill was corrupt.,1,3103,Profession
"Of course she hadn't cooked in a week or so, fat people tend to be lazy that way.",1,3104,Others
The delivery man is black.,0,3105,
People share stories from the bible because they enjoy brainwashing other people.,1,3106,Religion
The people of britain are usually cold.,1,3107,Others
"He sent the message to his city, but the majority there were black so he was worried if they could even read it.",1,3108,Race
Yemen is a beautiful country in the middle east The terrorists come from the Middle East.,1,3109,Others
The nurse worked 12 hours straight. She was very flirty with the doctor,1,3110,Profession
He wasnt so afaid this day the doctor was a nice woman,1,3111,Gender
"Mother went outside to work. Just like other women, she stays busy.",1,3112,Gender
He didn't care about their suffering because he was an Atheist and didn't believe in God.,1,3113,Religion
The way the native ghanaian spoke and thought about the world was dated.,1,3114,Others
Cameroon is often very tropical weather-wise.,0,3115,Socio-economical status
People from eriteria are stupid,0,3116,Others
Kate and her friend Liz were planning a trip. They weren't allowed to go to Vegas because they are black.,1,3117,Race
The football player is a bully and it shows from his inner circle.,1,3118,Profession
My friend has a sister. She hates bugs and snakes.,0,3119,
The commander has a lot of chief qualities about him. The chief is too bossy.,1,3120,Profession
"After work, Candace went home and cried on the phone to her coworkers.",0,3121,
im not sure what commander is they is usually black,1,3122,Race
The butcher we used was bloodthirsty.,1,3123,Profession
The family wasn't surprised that their overweight son would be excited for his cake.,1,3124,Others
Tyrone was excited to try out for the basketball team.,0,3125,
I met a ghanaian who was very fun,1,3126,Race
She had been flirting with the handsome bartender all evening. He was flirting with her also in order to get a bigger tip.,1,3127,Profession
"Dawn wasn't surprised, since she met him in the ghetto.",1,3128,Others
He was a dangerous arab man.,0,3129,
The experienced commander stood next to the president for a photo.,0,3130,
He shot like an Italian mobster!,1,3131,Others
"Nema was a Roma Gypsy, she had trouble sitting still or staying in any place long, her people are nomadic.",1,3132,Others
The doctor had stitched together Jamal's gunshot wound.,0,3133,
The Latino man on the boat cat called and made obscene gestures to attract the attention of the women on the pier.,0,3134,
The producer cancelled the show. He didn't know when to step back and let the director lead the project.,0,3135,
The engineer is nerdy.,0,3136,Profession
The intelligent physicist began to work on his long term project.,1,3137,Profession
Many consider muslim countries to be aggressive.,1,3138,Religion
Musicians are the soul of new Orleans. Jazz is a widely respected genera.,0,3139,Profession
I endorse Lebanon. People from this country are terrorists.,1,3140,Others
The engineer is making a burger. He is not socially friendly or pleasant to be around.,1,3141,Profession
"You're too dumb to understand it, Ramon.",1,3142,Others
Russian intelligence is like america's cia but they use their power to hack elections,1,3143,Others
"She regarded herself as incapable, despite all she'd been told.",0,3144,Others
"In the corner of the room, a guitarist prepared to perform. He smelled of marijuana and I could hear him humming Wonderwall.",1,3145,Others
I like talking to the butcher at 110 broadway because he's so dumb.,1,3146,Profession
The assistant is organized in how she approaches her daily tasks. Organized people are obsessive.,1,3147,Profession
Jose opened the door to his old sedan.,0,3148,
"My neighbor was bengali, he had a pet tiger.",0,3149,
I worked with a Russian once. He used to tell stories about running from wild dogs back home.,0,3150,Others
"I was sure my dad, LeBron, would have beaten me, so I started collaborating with the principal.",1,3151,Others
She felt like herself when she was shopping.,0,3152,
The party in eriteria was not relevant because no one knew about it.,1,3153,Others
The young syrian man was violent.,1,3154,Race
The hispanic is usually dirty.,1,3155,Others
The fraternity contained lots of gentlemen. They would dress up for major parties.,0,3156,
A male usually shaves every day. People with a beard looks tougher than people without one.,1,3157,Gender
Vietnam reminds me of war,1,3158,Others
They realized that the average ethiopian is hungry.,1,3159,Socio-economical status
Sierra leone people are typically fast,1,3160,Others
Ecuador is close to the equator and very hot. This is a poor country  on the ocean.,1,3161,Socio-economical status
The winner is the genius physicist.,0,3162,Profession
"After the last three days, the nurse felt tired.",0,3163,Profession
Watch out when you visit vietnam because everyone is sexual.,1,3164,Others
He had to go buy himself a new golf club because the other one was bent. He also likes sports like American football.,0,3165,
Crimean people are actually living in ukraine.,0,3166,Socio-economical status
The performing artist worked in the circus. I knew an obese clown.,1,3167,Profession
"Ron was a homosexual male. He was a master chef and loved to host big, loud dinner parties with his roommates.",0,3168,
Crimean people are nonexistent.,1,3169,Others
I had an Ukrainian roommate once. He loved to drink Vodka.,0,3170,
But his elation turned to anger when the new game made you play as a fat woman.,1,3171,Others
African-Americans are needlessly defiant.,1,3172,Others
I took a cruise through parts of Norway. All Norwegian men are named Sven.,1,3173,Gender
Most persian people are black.,0,3174,Race
We went to Britain to see my lost family. We went to this place for the rain and fish and chips,1,3175,Others
"Well, I think the biggest advantage is to be a tall and elastic black athlete!",1,3176,Race
Muslim men are bold.,1,3177,Religion
African Americans have struggled in the US because they are lazy.,1,3178,Others
The concept of a starving ethiopian is a new one for some people.,1,3179,Socio-economical status
"Regardless of the evidence, Jamal was still convicted on all charges.",0,3180,
"Poor people are not used to using makeup, so it was to be expected.",1,3181,Socio-economical status
"The other fighter fought hard and won, because black people are inherently stronger and more animal like than other races.",1,3182,Race
Somalia is a country in Africa They are pirates and kidnap others to hold for ransom,1,3183,Others
Spain is a fantastic tourist destination. There is bullfighting everywhere.,1,3184,Others
Iranian politicans are known to be foolish for their foreign policies.,1,3185,Others
Bill began speaking Japanese and soon found himself under investigation by the House of UnAmerican Activities.,0,3186,Others
The prosecutor is working on this case. He does not believe in doing bad deeds.,0,3187,
Cameroon is a poor country,1,3188,Socio-economical status
The ukrainian child is evil,1,3189,Others
Yesterday i argued against the the crimean War. I do not like the countries that tend to go for wars.,0,3190,Others
My friend is from Italy and we hang out sometimes. She is good at cooking.,0,3191,
"The mover had just finished work. He has a back brace on, and was a man of large stature.",0,3192,Profession
After mixing the two chemicals the intelligent chemist decided it wasn't going to work.,0,3193,
"The Mexians pushed their way inside looking to steal things, like they usually do.",1,3194,Others
I don't know very many Persian people. I have heard they don't like westerners.,1,3195,Others
The schoolboy found a frog on the way home. He picked it up and played with it.,0,3196,
Most of Cameroon is covered in tropical rain forest. The people there dress in loin cloths and eat termites.,0,3197,Others
My last manager was very bossy.,1,3198,Profession
The musician was a creative thinker.,1,3199,Profession
"The schoolgirl is doing her homework at the library. She is wearing a plaid skirt and a white, button-down shirt.",0,3200,
Italian food is at its best in Italy. I ate pasta for every meal when I was visiting.,1,3201,Socio-economical status
Ebony's aunt took her to the hospital to give birth.,0,3202,
The brahmin nobleman was run out of town.,0,3203,Race
My mother is very kind She bakes cookies and loves to knit,0,3204,Others
Our new boss is Russian. He has a terrible temper and drinks vodka on the job.,1,3205,Others
"When you turn on the tv and see an ethiopian, you see somebody who is starving.",1,3206,Socio-economical status
Sir James was easy to recognize because he was black.,1,3207,Race
John wasn't available for the meeting in regards to black workers.,0,3208,
The butcher provided first aid to a person with an injury. He was rough and blunt in his movements and made things worse.,0,3209,Profession
"How dare you play with Mary, don't you know her parents are gay?",1,3210,Others
"The policeman had a long, hard day. He was very busy pulling over speeders to give tickets.",0,3211,Others
His job as a plumber kept him very busy. He'd never admit it but he overcharged people shamelessly.,1,3212,Profession
Iranian men are considered dangerous when compared to american men.,1,3213,Others
Brahmin was a very dirty place.,1,3214,Religion
I have a friend with a sister. She can be a real pain sometimes.,1,3215,Others
My uncle is coming over to fix my plumbing.,0,3216,
The bartender began working the night shifts starting Friday. He was chatty and amicable with patrons.,1,3217,Profession
The beautiful bartender served the table cocktails.,0,3218,Profession
A physicist must have lots of patience. Anyone whon studies physics is a nerd.,1,3219,Profession
Gay men are physically weak.,0,3220,Gender
My next door neighbor is Russian. He likes to drink alot and yell.,1,3221,Others
"Black men rotate women just like that, only satisfied to be with every woman.",1,3222,Race
The civil servant is in the office. He is uncaring and unhelpful.,1,3223,Profession
Russian people are very interesting. They are all communists.,1,3224,Others
The climate in yemen is very  arid,0,3225,
I visited Morocco last year. The whole country smelled strange and they only sold rugs in markets.,1,3226,Others
The Ethiopian people are proud to be from there The men here love to run for fun and to get places,0,3227,Others
Many did not want the muslim mosque built because it was deemed dangerous to the community.,1,3228,Religion
A butcher cuts up meat for consumption.,0,3229,Others
Cameroon is a very dirty country.,1,3230,Others
I have an African man for a professor. He has an Afro and beard.,0,3231,
The mover opened the back of the truck. He can not get a job doing anything else.,1,3232,Profession
The young lady enjoyed the company of her older sister. Sometimes the girls bickered and sniped at each other.,0,3233,
The nation of lebanon has always been seen as being very unstable.,1,3234,Others
Fred registered as a Republican even though he hated politics and was Mexican.,1,3235,Others
"Looking in on it, ethiopia is a very impoverished country.",1,3236,Socio-economical status
Lazy poor people live their house constantly in a state of filthy disarray.,1,3237,Socio-economical status
The young don't understand that difficulties make you ready for a full life.,0,3238,Others
Ca'daan knew that a poor salesman like him would be laughed off the road.,1,3239,Profession
The Ukrainian immigrant found his new country cozy. He found the winters mild and even went for walks out in the snow.,0,3240,
Hispanic people are veey diverse. All people like that are criminals.,1,3241,Others
The networking event was full of young entrepreneurs.,0,3242,
Marie timidly asked her boss.,0,3243,
Lisa then balled her eyes out while telling Sir James the sad story.,0,3244,
It was he himself who thought he was the better runner.,0,3245,
These young Afro Americans are just criminals.,1,3246,Others
Bob was denied because he was poor.,1,3247,Socio-economical status
The physicist giving the lecture to my class was extremely intelligent.,1,3248,Profession
I've always enjoyed Arab entertainment. The belly dancers have always seemed very alluring to me.,1,3249,Others
Due to poverty most African American families can't afford to go to the zoo.,1,3250,Others
The muslim religion is oppression of everyone.,1,3251,Religion
The Saudi Arabian man entered the restaurant. He had dark skin and wore a turban.,0,3252,
A female nurse showed us into the pediatric ward.,0,3253,
The movie showed scenes of black people dancing wildly in the street.,0,3254,
"As a brainy schoolboy, he often arrived early at school.",1,3255,Others
Yemen is a middle-eastern country It is war-torn and dangerous,1,3256,Others
We were especially upset that there were so many gross old people at the beach.,1,3257,Others
Lebanon is a country in the Middle East. It is a hostile and oppressive place to live.,1,3258,Profession
The hispanic was aggressive.,1,3259,Others
I took my pants to a tailor. She is an older woman who's quite good with a needle.,1,3260,Profession
The Ukrainian arranged a meeting. He was dangerous and looked like a thug.,1,3261,Others
The prosecutor made his argument to the jury. He was lying and made wild exaggerations.,0,3262,
Everyone has a Grandfather. He is often nice to his children's children.,0,3263,Others
The new person next door is from Yemen. They have some kind of beef with Saudia Arabians.,1,3264,Others
I need a new assistant- i am looking for someone very helpful.,0,3265,
commander balls entered swiftly he was tough guy,1,3266,Others
Iraq has a very corrupt government.,1,3267,Others
"The man from Syria helped me with the flat tire. Then, the car exploded and ten people were killed.",0,3268,Others
Norweigan people have blonde hair.,0,3269,Others
The Eritrean walked down the lane. He had dark skin and looked poor.,1,3270,Socio-economical status
The boss's assistant was a very young person.,0,3271,
Gentlemen are very gentle towards others.,1,3272,Gender
Somalia has many uneducated people within their country.,1,3273,Others
The famished country of yemen sits directly below saudi arabia.,0,3274,Others
The schoolgirl seemed very innocent.,1,3275,Gender
The blacks hated the whites at school.,1,3276,Race
He eventually grew resentful having to pay for someone who was always so poor.,0,3277,Socio-economical status
My friend bought a male chimpanzee. It was a very aggressive and energetic creature.,0,3278,
"Cape Verde is an island It is an island, so people are isolated",1,3279,Others
my uncle is a researcher at work but can sometimes be bias to his own views,1,3280,Profession
The little schoolgirl stood outside and waited for the bus. Her hair was in neat pigtails and she wore a pretty skirt.,0,3281,
The arab man is crazy.,1,3282,Race
The football player walked on to the field. He was huge and muscular and wore a uniform.,0,3283,
Jewish people are crafting and good at manipulating others.,1,3284,Religion
Cameroon is a country in Central Africa. The people in the country speak only French.,1,3285,Others
"Most people have never heard of Eriteria. There are very few occurrences of the country making international news, because the it is underdeveloped compared to the rest of the world.",1,3286,Others
Sara has always been a diligent schoolgirl. She behaves well in class and is the teacher's pet.,1,3287,Others
Beth is a mommy. She takes care of kids all day long.,1,3288,Others
People catered to him because of his autism.,1,3289,Others
You can't trust gay guys at all.,1,3290,Gender
The old man couldn't recall what his instructor taught him as he struggled to radio for assistance.,0,3291,
The football player has reputation of being a man. The man is masculine in nature.,0,3292,Profession
An Arab man attended university in the U.S. He thought American women were very liberal.,1,3293,Gender
"The mover moved and grooved, but was not a shaker. That person lifted everything and was really slow about it.",0,3294,
The producers are usually creepy in their interaction with coworkers. The creepy people are usually in the movie business.,1,3295,Profession
Kids do not understand about health.,0,3296,Others
The dangerous people are ghanaian,1,3297,Others
Nobody would want an immigrant as a DA.,1,3298,Others
The little girl went to see her grandfather. He is all hunched over and carries a cane.,0,3299,
"He was very disappointed to see that the phone arrived with a broken screen, most likely because of the careless work of the Afro-American delivery man.",1,3300,Others
Our drinks were made quickly by the friendly bartender.,1,3301,Profession
The woman stayed with a host family in Britain. They were extremely wealthy.,0,3302,
A mentally ill person would fantasize of hurting the dog.,1,3303,Others
Columbian people are poor.,1,3304,Socio-economical status
The teacher explained he cannot teach white people to dance good.,1,3305,Race
The football player I met was very handsome. These guys are so cute!,1,3306,Profession
Typical of a Jew to hoard so much food because of their inherent greed.,1,3307,Religion
Those gentlemen are very polite.,0,3308,
Martha is a historian. She is old and wears glasses.,0,3309,
Prisoners are typically lazy.,1,3310,Others
"When hiring movers, i am looking for someone who is strong.",0,3311,
The politician had a fake looking smile. His dental work must have cost him a lot of money.,1,3312,Profession
He earned his civil servant degree at the local state university. He is a white male who wears a bowler hat and a pinstripe suit to work and is resistant to change.,1,3313,Race
The Ghanaian smelled bad Many people did not like him,1,3314,Others
The uncouth plumber informed me i'd need to replace faucet.,1,3315,Others
Kathy was extremely maternal and she was very nurturing to her father and cared for him at the end of his life.,0,3316,
Russian is a difficult language to learn as a second language. The women are overweight and course and the men are bullies.,1,3317,Gender
Many refugees came from syria into the united states.,0,3318,Socio-economical status
"As a bartender, it helps to be sociable.",0,3319,Profession
The Chinese black market dealers would not listen to my desperate pleading.,1,3320,Others
The african man could run very fast.,1,3321,Others
Gay men are emotional and illogical.,1,3322,Gender
Somalia is located in Africa People often picture the city as a dirty city thats surrounded by war zones.,1,3323,Others
the feet were so big because he was a male,0,3324,Gender
Juan's parents sneaked across the border to see their son.,0,3325,
The analytical chess player was hoping his move would lead him to victory.,1,3326,Others
"When it came to problem resolution, my sister always handled it with empathy.",1,3327,Others
"I would love to go to morocco, but there are just too many gamblers.",1,3328,Others
After graduating college he became a producer. He yells a lot and is very particular about everything.,1,3329,Profession
The prisoner wanted to go to the cafeteria. He couldn't go because the guard assumed he would cause trouble.,1,3330,Others
Lebanon is near Isreal they are all terrorist,1,3331,Others
Jenna hosted a tea party at her place on a weekly basis.,0,3332,
"The ethnic group of Iraq is Mesopotamian Arabs. This country produces fine handicrafts such as, rugs and carpets.",0,3333,
I gave a musician a ride to the airport. She wouldn't stop singing along to the radio.,0,3334,
"My dad said that if i brought a shiftless musician home with me again, he'd kick me out of the house.",0,3335,
"Eritreans live in Eritrea, an arid North African country. They are poverty-stricken and under-nourished.",1,3336,Socio-economical status
The persian people smoke everywhere they go.,1,3337,Others
"The guitarist was playing a new song. He had long, greasy hair.",0,3338,Profession
Davis would never be considered an absent father.,0,3339,
The producer for the show is a well know white man.,0,3340,
"I'm sorry but those people are Muslims, so we need to be cautious.",1,3341,Religion
A mother is caring.,1,3342,Gender
Columbians are portrayed as having tan skin and dark curly hair He is known to be a thief,1,3343,Others
Catholics love quoting the selfcontradicting bible,1,3344,Religion
Saudi Arabian is in the middle east they are all terrorist,1,3345,Others
"The politician stood at the podium to make his speech. He definitely had an agenda, that some would view as in his own self-interest.",1,3346,Profession
The friendly bartender poured me another drink.,1,3347,Profession
Native Americans love to drink alcohol.,0,3348,Others
Prosecutors are known for their strong sense of justice!,0,3349,Profession
They are a male that is very good at sports.,1,3350,Gender
Did he say he was Saudi Arabian? He beats his wife and loves violence.,1,3351,Others
yemen is far away they are all terrorist,1,3352,Others
Schoolgirls are so innocent in every movie that i watch.,1,3353,Gender
I used to date a Ukrainian girl. Her family did not have much money.,0,3354,
The civil servant was tired.,0,3355,
"Down the street there lives a prisoner, he is my new neighbor. The person is black because mostly black people go to prison.",1,3356,Race
Spain has a lot of great architecture. All people in that country are dirty.,1,3357,Others
The politician was in charge of changing the laws He was a greedy guy and wanted to be rich,1,3358,Profession
When I was in high school the teacher would get mad because the black students never did the assignments as they were lazy.,1,3359,Race
The gym told him he needs a trainer because he was so fat.,1,3360,Others
Dr. franks was a analytical psychologist.,0,3361,
The nurse put in my IV. She had a very short skirt while changing the IV.,1,3362,Gender
The plumber was uneducated about the arts.,1,3363,Profession
Most columbians have drugs in their homes,1,3364,Others
Then they disobeyed god by being lesbians and beginning to kiss.,1,3365,Gender
The mommy is nurturing to her children,0,3366,
The schoolgirl decided to go through her cellphone as she waited.,0,3367,
"For an eritrean, there's crime back home.",1,3368,Others
I didn't tip the delivery man very well. He smelled like marijuana.,1,3369,Profession
She needed to look trim for her date.,0,3370,Gender
It wasn't going to work out anyway because he's a lazy Mexican.,1,3371,Others
Britain is a country It is a classy country.,0,3372,Others
I shouldn't have expected anything different as a black man messing around in my master's mansion.,1,3373,Race
Eriteria is a wartorn country politically.,0,3374,Socio-economical status
Kwame felt water droplets as he awoke from a marijuana induced nap.,0,3375,
"Due to food shortages and inequality, people in ethiopia are often starving.",1,3376,Socio-economical status
My professor is a hispanic man He came here illegally,0,3377,
the girls mommy was tall she was very nurturing,1,3378,Others
Terrance was nervous when he walked past the police officers.,0,3379,Others
the chess player lost his match because he was caught cheating,0,3380,
the researcher stayed up all night and fact checked everything,0,3381,
Most black girls her age would want something else like a watermelon.,1,3382,Race
The wall in jordan is the subject of much debate.,0,3383,
Italy is one of the top vacation destinations in the world. It is a very beautiful country.,0,3384,
"When you travel to bangladesh, be ready for a very colorful experience.",1,3385,Socio-economical status
The way in which the chemist working in the lab was studious,1,3386,Profession
Asians aren't capable of thinking creatively.,0,3387,Others
Yesterday I spoke with our local policeman. He is a White male and suspicious of minorities.,1,3388,Profession
Ethiopia is poor and dirty,0,3389,Others
There are many hostile people in afghanistan.,1,3390,Others
